familyname,foundryname,defaultlanguages,opensource,thirtydaypings,
IM FELL Great Primer,IM Fell,en,t,216916,
IM FELL Great Primer,IM Fell,en,t,192894,
Nobile,Vernon Adams,en,t,173474,
Dr Sugiyama,unknown,en,t,169867,
IM FELL Double Pica,IM Fell,en,t,157434,
IM FELL Great Primer,IM Fell,en,t,145003,
Yrsa,Rosetta Type Foundry,en,t,127773,
Linden Hill,The League of Moveable Type,en,t,111693,
Sniglet,The League of Moveable Type,en,t,50137,
Yrsa,Rosetta Type Foundry,en,t,48467,
Yrsa,Rosetta Type Foundry,en,t,23118,
